Total: 3948 samples
       0   0.0% 100.0%        1   0.0% Eigen::DenseBase::setConstant (inline)
       0   0.0% 100.0%        1   0.0% Eigen::DenseBase::setZero (inline)
       0   0.0% 100.0%        3   0.1% Eigen::DenseBase::sum (inline)
       0   0.0% 100.0%        2   0.1% Eigen::DenseCoeffsBase::coeff (inline)
       0   0.0% 100.0%        2   0.1% Eigen::DenseCoeffsBase::coeffByOuterInner (inline)
       0   0.0% 100.0%        2   0.1% Eigen::LDLT::compute
       0   0.0% 100.0%       42   1.1% Eigen::Matrix const& (inline)
       0   0.0% 100.0%        3   0.1% Eigen::PlainObjectBase::operator new (inline)
       0   0.0% 100.0%       10   0.3% Eigen::QuaternionBase::_transformVector
       0   0.0% 100.0%        1   0.0% Eigen::QuaternionBase::_transformVector (inline)
       0   0.0% 100.0%       70   1.8% Eigen::SelfCwiseBinaryOp::operator= (inline)
       0   0.0% 100.0%        1   0.0% Eigen::SimplicialCholeskyBase::_solve
       0   0.0% 100.0%        2   0.1% Eigen::SimplicialCholeskyBase::analyzePattern
       0   0.0% 100.0%        2   0.1% Eigen::SimplicialCholeskyBase::ordering
       0   0.0% 100.0%        2   0.1% Eigen::SimplicialLDLT::analyzePattern (inline)
       0   0.0% 100.0%       34   0.9% Eigen::SimplicialLDLT::factorize (inline)
       0   0.0% 100.0%        1   0.0% Eigen::internal::aligned_malloc
       0   0.0% 100.0%       19   0.5% Eigen::internal::assign_DefaultTraversal_CompleteUnrolling::run (inline)
       0   0.0% 100.0%       10   0.3% Eigen::internal::assign_DefaultTraversal_InnerUnrolling::run
       0   0.0% 100.0%        6   0.2% Eigen::internal::assign_LinearTraversal_CompleteUnrolling::run (inline)
       0   0.0% 100.0%        1   0.0% Eigen::internal::assign_innervec_CompleteUnrolling::run (inline)
       0   0.0% 100.0%       50   1.3% Eigen::internal::assign_innervec_InnerUnrolling::run (inline)
       0   0.0% 100.0%       71   1.8% Eigen::internal::assign_selector::run (inline)
       0   0.0% 100.0%        1   0.0% Eigen::internal::compute_inverse::run
       0   0.0% 100.0%        2   0.1% Eigen::internal::conj_helper::pmul (inline)
       0   0.0% 100.0%        8   0.2% Eigen::internal::dot_nocheck::run (inline)
       0   0.0% 100.0%       49   1.2% Eigen::internal::product_packet_impl::run (inline)
       0   0.0% 100.0%        2   0.1% Eigen::internal::redux_novec_unroller::run (inline)
       0   0.0% 100.0%        1   0.0% Eigen::internal::rotation_base_generic_product_selector::run (inline)
       0   0.0% 100.0%        2   0.1% Eigen::internal::scalar_conj_product_op::operator (inline)
       0   0.0% 100.0%        1   0.0% GeneralProduct (inline)
       0   0.0% 100.0%        2   0.1% Map (inline)
       0   0.0% 100.0%        1   0.0% Mat_ (inline)
       0   0.0% 100.0%       11   0.3% Matrix (inline)
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::Converter::toQuaternion
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::Frame::AssignFeaturesToGrid
       0   0.0% 100.0%       45   1.1% ORB_SLAM2::Frame::ComputeBoW
       0   0.0% 100.0%      323   8.2% ORB_SLAM2::Frame::ExtractORB
       0   0.0% 100.0%        9   0.2% ORB_SLAM2::Frame::Frame
       0   0.0% 100.0%        2   0.1% ORB_SLAM2::Frame::~Frame
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::KeyFrame::AddConnection
       0   0.0% 100.0%       25   0.6% ORB_SLAM2::KeyFrame::ComputeBoW
       0   0.0% 100.0%        4   0.1% ORB_SLAM2::KeyFrame::GetCovisiblesByWeight
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::KeyFrame::GetLoopEdges
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::KeyFrame::GetMapPoint
       0   0.0% 100.0%        4   0.1% ORB_SLAM2::KeyFrame::TrackedMapPoints
       0   0.0% 100.0%        4   0.1% ORB_SLAM2::KeyFrame::UpdateConnections
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::KeyFrame::save
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::LocalMapping::CreateNewMapPoints
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::LocalMapping::MapPointCulling
       0   0.0% 100.0%       32   0.8% ORB_SLAM2::LocalMapping::ProcessNewKeyFrame
       0   0.0% 100.0%       38   1.0% ORB_SLAM2::LocalMapping::SearchInNeighbors
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::LoopClosing::DetectLoop
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::LoopClosing::Run
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::Map::GetAllMapPoints
       0   0.0% 100.0%        7   0.2% ORB_SLAM2::MapDrawer::DrawKeyFrames
       0   0.0% 100.0%        4   0.1% ORB_SLAM2::MapPoint::ComputeDistinctiveDescriptors
       0   0.0% 100.0%        2   0.1% ORB_SLAM2::MapPoint::GetDescriptor
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::MapPoint::GetObservations
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::MapPoint::IncreaseVisible
       0   0.0% 100.0%        4   0.1% ORB_SLAM2::MapPoint::Observations
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::MapPoint::Replace
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::ORBextractor::ComputePyramid
       0   0.0% 100.0%      319   8.1% ORB_SLAM2::ORBextractor::operator
       0   0.0% 100.0%        4   0.1% ORB_SLAM2::ORBmatcher::SearchByBoW
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::ORBmatcher::SearchForTriangulation
       0   0.0% 100.0%        5   0.1% ORB_SLAM2::System::System
       0   0.0% 100.0%      145   3.7% ORB_SLAM2::System::TrackRGBD
       0   0.0% 100.0%        2   0.1% ORB_SLAM2::Tracking::CreateNewKeyFrame
       0   0.0% 100.0%      145   3.7% ORB_SLAM2::Tracking::GrabImageRGBD
       0   0.0% 100.0%        4   0.1% ORB_SLAM2::Tracking::NeedNewKeyFrame
       0   0.0% 100.0%       53   1.3% ORB_SLAM2::Tracking::Relocalization
       0   0.0% 100.0%        1   0.0% ORB_SLAM2::Tracking::StereoInitialization
       0   0.0% 100.0%       83   2.1% ORB_SLAM2::Tracking::TrackLocalMap
       0   0.0% 100.0%        2   0.1% ORB_SLAM2::Tracking::TrackReferenceKeyFrame
       0   0.0% 100.0%       52   1.3% ORB_SLAM2::Tracking::TrackWithMotionModel
       0   0.0% 100.0%        3   0.1% ORB_SLAM2::Tracking::UpdateLocalKeyFrames
       0   0.0% 100.0%        6   0.2% ORB_SLAM2::Tracking::UpdateLocalMap
       0   0.0% 100.0%       98   2.5% ORB_SLAM2::Viewer::Run
       0   0.0% 100.0%        8   0.2% PackedCache::GetOrDefault (inline)
       0   0.0% 100.0%        1   0.0% Release_AtomicExchange (inline)
       0   0.0% 100.0%        1   0.0% SparseBlockMatrix (inline)
       0   0.0% 100.0%        1   0.0% SpinLock::Unlock (inline)
       0   0.0% 100.0%        4   0.1% _List_node (inline)
       0   0.0% 100.0%        5   0.1% _M_allocate_and_copy (inline)
       0   0.0% 100.0%       42   1.1% _M_create_node (inline)
       0   0.0% 100.0%        2   0.1% _M_initialize_dispatch (inline)
       0   0.0% 100.0%       10   0.3% _M_insert (inline)
       0   0.0% 100.0%       10   0.3% _M_insert_ (inline)
       0   0.0% 100.0%       14   0.4% _M_insert_unique (inline)
       0   0.0% 100.0%       14   0.4% _M_insert_unique_ (inline)
       0   0.0% 100.0%        2   0.1% _M_range_initialize (inline)
       0   0.0% 100.0%        1   0.0% _Rb_tree (inline)
       0   0.0% 100.0%       27   0.7% _S_construct (inline)
       0   0.0% 100.0%        6   0.2% ___printf_chk
       0   0.0% 100.0%        2   0.1% __advance (inline)
       0   0.0% 100.0%        6   0.2% __copy_move_a (inline)
       0   0.0% 100.0%        6   0.2% __copy_move_a2 (inline)
       0   0.0% 100.0%        2   0.1% __destroy (inline)
       0   0.0% 100.0%        2   0.1% __final_insertion_sort (inline)
       0   0.0% 100.0%        3   0.1% __fopen_internal
       0   0.0% 100.0%       35   0.9% __gnu_cxx::new_allocator::deallocate (inline)
       0   0.0% 100.0%      156   4.0% __libc_start_main
       0   0.0% 100.0%        1   0.0% __nptl_deallocate_tsd
       0   0.0% 100.0%        2   0.1% __unguarded_insertion_sort (inline)
       0   0.0% 100.0%        4   0.1% __unguarded_linear_insert (inline)
       0   0.0% 100.0%        3   0.1% __unguarded_partition (inline)
       0   0.0% 100.0%        3   0.1% __unguarded_partition_pivot (inline)
       0   0.0% 100.0%       10   0.3% __uninit_copy (inline)
       0   0.0% 100.0%       10   0.3% __uninitialized_copy_a (inline)
       0   0.0% 100.0%        4   0.1% __uninitialized_default_n (inline)
       0   0.0% 100.0%        4   0.1% __uninitialized_default_n_a (inline)
       0   0.0% 100.0%        2   0.1% __uninitialized_move_if_noexcept_a (inline)
       0   0.0% 100.0%        1   0.0% _set (inline)
       0   0.0% 100.0%       12   0.3% _set_noalias (inline)
       0   0.0% 100.0%        1   0.0% _set_selector (inline)
       0   0.0% 100.0%        2   0.1% advance (inline)
       0   0.0% 100.0%        7   0.2% aligned_malloc (inline)
       0   0.0% 100.0%       11   0.3% atxpy (inline)
       0   0.0% 100.0%        1   0.0% base::internal::HookList::empty (inline)
       0   0.0% 100.0%        6   0.2% binaryExpr (inline)
       0   0.0% 100.0%        1   0.0% boost::archive::detail::oserializer::save_object_data
       0   0.0% 100.0%        1   0.0% boost::serialization::detail::member_saver::invoke (inline)
       0   0.0% 100.0%       59   1.5% computeOrientation
       0   0.0% 100.0%        7   0.2% conditional_aligned_malloc (inline)
       0   0.0% 100.0%        6   0.2% copy (inline)
       0   0.0% 100.0%       70   1.8% copyPacket (inline)
       0   0.0% 100.0%       70   1.8% copyPacketByOuterInner (inline)
       0   0.0% 100.0%        1   0.0% cv::GaussianBlur
       0   0.0% 100.0%        3   0.1% cv::Mat::clone (inline)
       0   0.0% 100.0%       43   1.1% cv::MatExpr::~MatExpr
       0   0.0% 100.0%        1   0.0% cv::Mat_ (inline)
       0   0.0% 100.0%        1   0.0% cv::Mat_::operator=
       0   0.0% 100.0%       18   0.5% cvRound (inline)
       0   0.0% 100.0%        1   0.0% destroy (inline)
       0   0.0% 100.0%        8   0.2% distance (inline)
       0   0.0% 100.0%       58   1.5% do_free (inline)
       0   0.0% 100.0%       58   1.5% do_free_with_callback (inline)
       0   0.0% 100.0%      104   2.6% do_malloc (inline)
       0   0.0% 100.0%        2   0.1% do_malloc_pages
       0   0.0% 100.0%        8   0.2% dot (inline)
       0   0.0% 100.0%       34   0.9% factorize (inline)
       0   0.0% 100.0%        1   0.0% g2o::BlockSolver::deallocate
       0   0.0% 100.0%        1   0.0% g2o::BlockSolver::resize
       0   0.0% 100.0%        4   0.1% g2o::BlockSolver::restoreDiagonal
       0   0.0% 100.0%        1   0.0% g2o::BlockSolver::setLambda
       0   0.0% 100.0%        1   0.0% g2o::EdgeSE3ProjectXYZ::operator new (inline)
       0   0.0% 100.0%        3   0.1% g2o::EdgeSE3ProjectXYZOnlyPose::operator new (inline)
       0   0.0% 100.0%        2   0.1% g2o::EdgeStereoSE3ProjectXYZ::EdgeStereoSE3ProjectXYZ
       0   0.0% 100.0%        1   0.0% g2o::EdgeStereoSE3ProjectXYZ::isDepthPositive
       0   0.0% 100.0%        1   0.0% g2o::JacobianWorkspace::allocate
       0   0.0% 100.0%        2   0.1% g2o::LinearSolverDense::solve
       0   0.0% 100.0%        2   0.1% g2o::LinearSolverEigen::computeSymbolicDecomposition
       0   0.0% 100.0%        6   0.2% g2o::LinearSolverEigen::fillSparseMatrix (inline)
       0   0.0% 100.0%       43   1.1% g2o::LinearSolverEigen::solve
       0   0.0% 100.0%      141   3.6% g2o::OptimizationAlgorithmLevenberg::solve
       0   0.0% 100.0%        1   0.0% g2o::SE3Quat::map (inline)
       0   0.0% 100.0%        3   0.1% g2o::SparseBlockMatrix::clear
       0   0.0% 100.0%        1   0.0% g2o::SparseBlockMatrix::clear (inline)
       0   0.0% 100.0%        1   0.0% g2o::SparseBlockMatrix::fillSparseBlockMatrixCCS
       0   0.0% 100.0%       11   0.3% g2o::SparseBlockMatrixCCS::rightMultiply
       0   0.0% 100.0%        2   0.1% g2o::SparseBlockMatrixHashMap::addBlock (inline)
       0   0.0% 100.0%        4   0.1% g2o::SparseOptimizer::update
       0   0.0% 100.0%        1   0.0% g2o::VertexSBAPointXYZ::~VertexSBAPointXYZ
       0   0.0% 100.0%        3   0.1% insert (inline)
       0   0.0% 100.0%      113   2.9% lazyAssign (inline)
       0   0.0% 100.0%      155   3.9% main
       0   0.0% 100.0%        1   0.0% map (inline)
       0   0.0% 100.0%        1   0.0% member_save (inline)
       0   0.0% 100.0%       25   0.6% operator* (inline)
       0   0.0% 100.0%       38   1.0% operator-= (inline)
       0   0.0% 100.0%       11   0.3% packetOp (inline)
       0   0.0% 100.0%        6   0.2% padd (inline)
       0   0.0% 100.0%        1   0.0% pangolin::Var::operator bool const& (inline)
       0   0.0% 100.0%        5   0.1% ploadt (inline)
       0   0.0% 100.0%        5   0.1% ploadu (inline)
       0   0.0% 100.0%        9   0.2% pmadd (inline)
       0   0.0% 100.0%       28   0.7% pset1 (inline)
       0   0.0% 100.0%        5   0.1% pstore (inline)
       0   0.0% 100.0%        5   0.1% pstoret (inline)
       0   0.0% 100.0%        9   0.2% psub (inline)
       0   0.0% 100.0%        3   0.1% redux (inline)
       0   0.0% 100.0%        1   0.0% serialize (inline)
       0   0.0% 100.0%        1   0.0% serialize_adl (inline)
       0   0.0% 100.0%       14   0.4% set (inline)
       0   0.0% 100.0%        4   0.1% setFromTriplets (inline)
       0   0.0% 100.0%        1   0.0% solveInPlace (inline)
       0   0.0% 100.0%        6   0.2% sort (inline)
       0   0.0% 100.0%        1   0.0% split_member (inline)
       0   0.0% 100.0%        2   0.1% std::_List_base::_M_clear (inline)
       0   0.0% 100.0%        6   0.2% std::_List_base::_M_get_node (inline)
       0   0.0% 100.0%        2   0.1% std::_List_base::_M_put_node (inline)
       0   0.0% 100.0%        6   0.2% std::_Rb_tree::_M_destroy_node (inline)
       0   0.0% 100.0%        7   0.2% std::_Rb_tree::_M_get_insert_hint_unique_pos (inline)
       0   0.0% 100.0%       18   0.5% std::_Rb_tree::_M_get_node (inline)
       0   0.0% 100.0%        1   0.0% std::_Rb_tree::_M_insert_
       0   0.0% 100.0%        6   0.2% std::_Rb_tree::_M_put_node (inline)
       0   0.0% 100.0%        2   0.1% std::_Rb_tree::lower_bound (inline)
       0   0.0% 100.0%        1   0.0% std::_Rb_tree::operator= (inline)
       0   0.0% 100.0%       30   0.8% std::_Vector_base::_M_create_storage (inline)
       0   0.0% 100.0%        2   0.1% std::__insertion_sort
       0   0.0% 100.0%        3   0.1% std::__introsort_loop
       0   0.0% 100.0%        1   0.0% std::__move_median_to_first
       0   0.0% 100.0%        1   0.0% std::basic_stringbuf@@GLIBCXX_3.4
       0   0.0% 100.0%        1   0.0% std::list::_M_erase (inline)
       0   0.0% 100.0%        1   0.0% std::list::erase (inline)
       0   0.0% 100.0%        4   0.1% std::list::push_back (inline)
       0   0.0% 100.0%        6   0.2% std::list::push_front (inline)
       0   0.0% 100.0%        8   0.2% std::list::size (inline)
       0   0.0% 100.0%        2   0.1% std::map::count (inline)
       0   0.0% 100.0%        3   0.1% std::map::find (inline)
       0   0.0% 100.0%        2   0.1% std::map::lower_bound (inline)
       0   0.0% 100.0%        1   0.0% std::map::operator= (inline)
       0   0.0% 100.0%        2   0.1% std::map::operator[] (inline)
       0   0.0% 100.0%       11   0.3% std::mutex::unlock (inline)
       0   0.0% 100.0%        6   0.2% std::set::count (inline)
       0   0.0% 100.0%        1   0.0% std::set::end (inline)
       0   0.0% 100.0%       99   2.5% std::this_thread::__sleep_for
       0   0.0% 100.0%        3   0.1% std::vector::_M_default_append
       0   0.0% 100.0%        2   0.1% std::vector::_M_default_append (inline)
       0   0.0% 100.0%        1   0.0% std::vector::_M_default_initialize (inline)
       0   0.0% 100.0%        4   0.1% std::vector::_M_emplace_back_aux
       0   0.0% 100.0%        1   0.0% std::vector::begin (inline)
       0   0.0% 100.0%        2   0.1% std::vector::operator=
       0   0.0% 100.0%        3   0.1% std::vector::operator= (inline)
       0   0.0% 100.0%        3   0.1% std::vector::reserve
       0   0.0% 100.0%        2   0.1% std::vector::resize (inline)
       0   0.0% 100.0%        2   0.1% tcmalloc::CentralFreeList::FetchFromOneSpansSafe
       0   0.0% 100.0%        8   0.2% tcmalloc::CentralFreeList::RemoveRange
       0   0.0% 100.0%       17   0.4% tcmalloc::PageHeap::DecommitSpan
       0   0.0% 100.0%       18   0.5% tcmalloc::PageHeap::Delete
       0   0.0% 100.0%        8   0.2% tcmalloc::PageHeap::GetSizeClassIfCached (inline)
       0   0.0% 100.0%        2   0.1% tcmalloc::PageHeap::New
       0   0.0% 100.0%        1   0.0% tcmalloc::ThreadCache::Cleanup
       0   0.0% 100.0%        1   0.0% tcmalloc::ThreadCache::DeleteCache
       0   0.0% 100.0%        8   0.2% tcmalloc::ThreadCache::FetchFromCentralCache
       0   0.0% 100.0%        6   0.2% tcmalloc::ThreadCache::FreeList::PopRange (inline)
       0   0.0% 100.0%       10   0.3% tcmalloc::ThreadCache::FreeList::Push (inline)
       0   0.0% 100.0%        3   0.1% tcmalloc::ThreadCache::GetCacheIfPresent (inline)
       0   0.0% 100.0%        4   0.1% tcmalloc::ThreadCache::ListTooLong
       0   0.0% 100.0%        6   0.2% tcmalloc::ThreadCache::ReleaseToCentralCache
       0   0.0% 100.0%        1   0.0% tcmalloc::ThreadCache::Scavenge
       0   0.0% 100.0%       10   0.3% uninitialized_copy (inline)
       0   0.0% 100.0%        6   0.2% unique_lock (inline)
       0   0.0% 100.0%       57   1.4% vector (inline)
       0   0.0% 100.0%        1   0.0% ~CompressedStorage (inline)
       0   0.0% 100.0%        2   0.1% ~ExtractorNode (inline)
       0   0.0% 100.0%        1   0.0% ~SparseBlockMatrixCCS (inline)
       0   0.0% 100.0%        1   0.0% ~SparseMatrix (inline)
       0   0.0% 100.0%        1   0.0% ~SpinLockHolder (inline)
       0   0.0% 100.0%        2   0.1% ~_List_base (inline)
       0   0.0% 100.0%        1   0.0% ~_List_node (inline)
       0   0.0% 100.0%       30   0.8% ~_Vector_base (inline)
       0   0.0% 100.0%        2   0.1% ~list (inline)
       0   0.0% 100.0%       12   0.3% ~unique_lock (inline)
       0   0.0% 100.0%       31   0.8% ~vector (inline)
